,par_idparcela,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,type,coordinates
40,1204880-SANTIAGO,2305604702017032,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 13 LT 14B,00001719673,01-1901,03-2007,0.8,945.0,1785866.88,2023-11-01T00:00:00Z,0.0,940.0,710640.0,0,0,0.0,0,78.0,1075226.88,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,629602002,1006656,230517196733,2305,MultiPolygon,"[[[[4353474.12612385, 6518075.29698401], [4353484.9385911, 6518068.01575274], [4353491.90731817, 6518054.95328907], [4353536.62594456, 6518078.92195988], [4353530.71971377, 6518088.89068228], [4353474.12612385, 6518075.29698401]]]]"
41,1201604-SANTIAGO,2305414801120002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 8 LT 2,03051719017,01-1901,03-2007,1.0,735.0,4628345.44,2023-11-01T00:00:00Z,0.0,500.0,367500.0,0,0,0.0,0,236.0,4260845.44,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493702,1003699,230517190174,2305,MultiPolygon,"[[[[4354028.52978628, 6516013.70846944], [4354052.49846884, 6516020.89594339], [4354047.21723826, 6516040.17713872], [4354023.24855572, 6516033.02091467], [4354025.62354698, 6516024.30218939], [4354028.52978628, 6516013.70846944]]]]"
42,1203407-SANTIAGO,2305604701083011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 39 LT 24,00000541399,01-1901,03-2007,0.7,490.0,1157812.4,2023-11-01T00:00:00Z,0.0,1378.0,472654.0,0,0,0.0,0,40.0,685158.4,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541445,1005317,230505413992,2305,MultiPolygon,"[[[[4351199.69468468, 6515859.74139858], [4351264.41325109, 6515871.74134953], [4351268.88199293, 6515892.89753732], [4351198.0696938, 6515879.77259098], [4351199.69468468, 6515859.74139858]]]]"
43,1203606-SANTIAGO,2305604701095009,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 31 LT 14,00000542586,01-1901,03-2007,1.0,245.0,1484161.92,2023-11-01T00:00:00Z,0.0,640.0,156800.0,0,0,0.0,0,73.0,1327361.92,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541244,1005512,230505425869,2305,MultiPolygon,"[[[[4351062.41376072, 6515549.24232734], [4351078.38246507, 6515550.55482001], [4351077.10122319, 6515570.4922626], [4351075.8199813, 6515590.42970521], [4351067.9137539, 6515589.71095904], [4351059.88252684, 6515588.9922129], [4351061.16376874, 6515569.11727012], [4351062.41376072, 6515549.24232734]]]]"
44,1204664-SANTIAGO,2305604702009012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 40-LTE 4,00000927918,01-1901,03-2007,1.0,595.0,2246879.12,2023-11-01T00:00:00Z,0.0,734.0,436730.0,0,0,0.0,0,117.0,1810149.12,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543272,1006467,230509279182,2305,MultiPolygon,"[[[[4352917.03395882, 6517983.64112133], [4352923.03393636, 6517960.1411881], [4352955.15884517, 6517966.29741323], [4352950.84636272, 6517989.67234646], [4352917.03395882, 6517983.64112133]]]]"
45,1202878-SANTIAGO,2305604701050029,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 2-LT 22,00000444834,01-1901,03-2007,0.8,665.0,1782096.32,2023-11-01T00:00:00Z,0.0,802.0,426664.0,0,0,0.0,0,181.0,1355432.32,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541974,1004823,230504448342,2305,MultiPolygon,"[[[[4350647.38390747, 6516458.42728859], [4350675.07132529, 6516447.30231463], [4350674.66507625, 6516446.39606736], [4350679.88381077, 6516444.30232226], [4350697.85250738, 6516436.83358988], [4350703.41499406, 6516448.89605373], [4350651.04014987, 6516471.5834997], [4350647.38390747, 6516458.42728859]]]]"
46,1201215-SANTIAGO,2305414801047024,URBANO,VAL. URBANO,BALDIO,MZ 26 LT 1,,01-1901,03-2007,0.8,140.0,87808.0,2023-11-01T00:00:00Z,0.0,784.0,87808.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,371183402,1003327,230521500056,2305,MultiPolygon,"[[[[4354621.7773376, 6512611.34318296], [4354607.77737781, 6512611.18693645], [4354593.77741803, 6512611.06193985], [4354579.77745824, 6512610.93694325], [4354579.90245484, 6512596.93698369], [4354624.93357549, 6512597.37447264], [4354635.90229397, 6512597.46822], [4354635.77729738, 6512611.46817956], [4354621.7773376, 6512611.34318296]]]]"
47,1202672-SANTIAGO,2305604701041018,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ Z-LTE 8,00001019130,01-1901,03-2007,1.0,910.0,2739088.96,2024-05-23T00:00:00Z,0.0,1400.0,1274000.0,0,0,0.0,0,302.0,3174151.68,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,768604202,1004636,230510191302,2305,MultiPolygon,"[[[[4351196.41361186, 6516615.17671304], [4351224.47602879, 6516604.89548658], [4351232.63226016, 6516626.73917155], [4351204.8823424, 6516637.33289703], [4351196.41361186, 6516615.17671304]]]]"
48,1203232-SANTIAGO,2305604701071001,URBANO,VAL. URBANO,BALDIO,MZ 26 LT 11,,01-1901,03-2007,0.9,595.0,400554.0,2023-11-01T00:00:00Z,0.0,748.0,400554.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541685,1005142,230516731937,2305,MultiPolygon,"[[[[4350254.04121452, 6516121.95959992], [4350278.69739962, 6516149.08451593], [4350263.69744575, 6516162.33448093], [4350239.04126102, 6516136.89706004], [4350254.04121452, 6516121.95959992]]]]"
49,1203859-SANTIAGO,2305604701112008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 1 LT 9,,01-1901,03-2007,0.8,245.0,1882469.76,2023-11-01T00:00:00Z,0.0,884.0,173264.0,0,0,0.0,0,94.0,1709205.76,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540936,1005763,230517194412,2305,MultiPolygon,"[[[[4350626.82115954, 6515080.46253003], [4350644.35235729, 6515072.27504981], [4350656.25858339, 6515118.71241286], [4350638.03988702, 6515124.18115109], [4350626.82115954, 6515080.46253003]]]]"
50,1201189-SANTIAGO,2305414801046021,URBANO,VAL. URBANO,BALDIO,027 024,,01-1901,03-2007,0.9,140.0,79254.0,2023-11-01T00:00:00Z,0.0,629.0,79254.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492816,1003302,230531550337,2305,MultiPolygon,"[[[[4354523.15261177, 6512568.40582846], [4354478.24649077, 6512567.99958938], [4354478.37148735, 6512553.99962982], [4354523.27760835, 6512554.40586889], [4354523.15261177, 6512568.40582846]]]]"
51,1205191-SANTIAGO,2305604702034009,URBANO,VAL. URBANO,BALDIO,MZ 23 LT 16,00001170169,01-1901,03-2007,1.1,910.0,510510.0,2023-11-01T00:00:00Z,0.0,510.0,510510.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542684,1006960,230511701690,2305,MultiPolygon,"[[[[4353096.15830576, 6517359.01789124], [4353117.72073775, 6517332.11171443], [4353129.75195522, 6517341.73668393], [4353108.283273, 6517368.86161008], [4353096.15830576, 6517359.01789124]]]]"
52,1204308-SANTIAGO,2305604701155028,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 10 LT 28,,01-1901,03-2007,1.1,1610.0,1587599.6,2023-11-01T00:00:00Z,0.0,450.0,796950.0,0,0,0.0,0,65.0,790649.6,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4494674,1006153,230517188897,2305,MultiPolygon,"[[[[4354004.28011665, 6517205.11127407], [4354024.74881193, 6517224.64246301], [4354012.09260092, 6517236.14243246], [4353992.43640341, 6517217.1424918], [4354004.28011665, 6517205.11127407]]]]"
53,1204801-SANTIAGO,2305604702014012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 29 LT 3,00000624791,01-1901,03-2007,1.0,595.0,2111853.2,2023-11-01T00:00:00Z,0.0,510.0,303450.0,0,0,0.0,0,170.0,1808403.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4543139,1006590,230506247913,2305,MultiPolygon,"[[[[4353325.97024613, 6517825.98523857], [4353331.81397194, 6517792.45408442], [4353347.25142867, 6517797.9540651], [4353341.97020062, 6517828.67272728], [4353325.97024613, 6517825.98523857]]]]"
54,1201122-SANTIAGO,2305414801044002,URBANO,VAL. URBANO,BALDIO,029 004,,01-1901,03-2007,0.9,140.0,77490.0,2023-11-01T00:00:00Z,0.0,615.0,77490.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1547447404,1003242,230531545503,2305,MultiPolygon,"[[[[4354324.62195078, 6512652.53062844], [4354310.62199101, 6512652.40563184], [4354310.81, 6512634.38], [4354311.05, 6512608.44], [4354325.03053823, 6512608.47572258], [4354324.62195078, 6512652.53062844]]]]"
55,1203719-SANTIAGO,2305604701102011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 41 LTE 3,00000632469,01-1901,03-2007,1.0,245.0,2972721.2,2023-11-01T00:00:00Z,0.0,630.0,154350.0,0,0,0.0,0,155.0,2818371.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541181,1005625,230506324691,2305,MultiPolygon,"[[[[4351165.0384521, 6515489.11747854], [4351130.13230189, 6515486.24249458], [4351131.60104368, 6515468.30504616], [4351166.50719389, 6515471.18003011], [4351165.0384521, 6515489.11747854]]]]"
56,1204740-SANTIAGO,2305604702012015,URBANO,VAL. URBANO,BALDIO,MZ 35 LTE 9,00001091475,01-1901,03-2007,0.9,490.0,331632.0,2023-11-01T00:00:00Z,0.0,752.0,331632.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,544143402,1006538,230510914754,2305,MultiPolygon,"[[[[4352990.81495352, 6517788.92291921], [4353003.06492069, 6517800.17288394], [4352982.06498632, 6517823.51657092], [4352975.40875725, 6517831.54779911], [4352971.31501822, 6517827.79781088], [4352962.53379175, 6517819.73533615], [4352990.81495352, 6517788.92291921]]]]"
57,1202465-SANTIAGO,2305604701028014,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 17 LTE 3,00000325952,01-1901,03-2007,0.8,910.0,2799384.32,2023-11-01T00:00:00Z,0.0,1850.0,1346800.0,0,0,0.0,0,143.0,1452584.32,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542362,1004450,230503259520,2305,MultiPolygon,"[[[[4351612.13121188, 6516826.48850937], [4351605.03747572, 6516796.80109688], [4351651.97483701, 6516780.6761332], [4351661.69356835, 6516822.76975919], [4351652.50609504, 6516823.83225814], [4351612.13121188, 6516826.48850937]]]]"
58,1201088-SANTIAGO,2305414801041023,URBANO,VAL. URBANO,BALDIO,030 025,,01-1901,03-2007,0.9,595.0,374850.0,2023-11-01T00:00:00Z,0.0,700.0,374850.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,371174402,1003208,230531549533,2305,MultiPolygon,"[[[[4354017.27907258, 6512598.90585031], [4354014.34157804, 6512585.2183905], [4354063.21643525, 6512574.6871603], [4354066.15392979, 6512588.37462009], [4354017.27907258, 6512598.90585031]]]]"
59,1205228-SANTIAGO,2305604702035026,URBANO,VAL. URBANO,BALDIO,MZ 21 LT 12 PTE,02051718863,01-1901,03-2007,1.1,1015.0,429852.5,2023-11-01T00:00:00Z,0.0,385.0,429852.5,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542628,1006988,230517188633,2305,MultiPolygon,"[[[[4353114.7832357, 6517284.14310399], [4353127.84569905, 6517288.54933837], [4353108.0957615, 6517313.95551913], [4353097.84578925, 6517305.92429462], [4353114.7832357, 6517284.14310399]]]]"
60,1204738-SANTIAGO,2305604702012013,URBANO,VAL. URBANO,BALDIO,MZ 35 LTE 11,00001091477,01-1901,03-2007,0.7,490.0,568694.0,2023-11-01T00:00:00Z,0.0,1658.0,568694.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,544143802,1006536,230510914771,2305,MultiPolygon,"[[[[4352989.7212189, 6517844.67275796], [4352990.4399662, 6517841.79776613], [4353016.81488385, 6517812.79784436], [4353036.78358035, 6517831.14153686], [4352992.81496752, 6517879.0164078], [4352981.65874741, 6517868.76643994], [4352974.03376784, 6517861.76646189], [4352989.7212189, 6517844.67275796]]]]"
61,1203130-SANTIAGO,2305604701064009,URBANO,VAL. URBANO,BALDIO,MZ G LT 2,00000486047,01-1901,03-2007,0.9,490.0,297234.0,2023-11-01T00:00:00Z,0.0,674.0,297234.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1427230004,1005047,230504860472,2305,MultiPolygon,"[[[[4350807.75445045, 6516141.13244959], [4350809.57, 6516144.85], [4350816.63547121, 6516172.78559852], [4350797.03966435, 6516178.55306534], [4350787.82044709, 6516146.03784739], [4350807.75445045, 6516141.13244959]]]]"
62,1201827-SANTIAGO,2305414801134002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 22 LT 2,03051719220,01-1901,03-2007,1.1,735.0,2044757.1,2023-11-01T00:00:00Z,0.0,523.0,422845.5,0,0,0.0,0,136.0,1621911.6,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493752,1003910,230517192207,2305,MultiPolygon,"[[[[4354010.81110532, 6516096.08323478], [4354020.12357207, 6516066.6770679], [4354037.27977377, 6516071.7082996], [4354027.68605782, 6516101.08321664], [4354010.68610577, 6516096.48948363], [4354010.81110532, 6516096.08323478]]]]"
63,1204475-SANTIAGO,2305604701163008,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 163 LT 8,0033-053341/1995,01-2000,03-2007,1.0,1015.0,2803403.04,2023-11-01T00:00:00Z,0.0,972.0,986580.0,0,0,0.0,0,126.0,1816823.04,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540742,1006304,230522401876,2305,MultiPolygon,"[[[[4351289.3069092, 6518184.65396408], [4351327.7853811, 6518165.46030553], [4351320.87200289, 6518206.26275419], [4351286.84442505, 6518200.22034878], [4351289.3069092, 6518184.65396408]]]]"
64,1202442-SANTIAGO,2305604701027009,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ B LT 9,00000501835,01-1901,03-2007,1.1,910.0,1118506.04,2023-11-01T00:00:00Z,0.0,715.0,715715.0,0,0,0.0,0,126.0,402791.04,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540604,1004430,230505018350,2305,MultiPolygon,"[[[[4351710.56844096, 6516882.95707416], [4351719.84966806, 6516900.26952199], [4351698.22473288, 6516911.80074337], [4351699.19348058, 6516913.98823682], [4351695.50599154, 6516915.58198304], [4351687.25601119, 6516897.01953859], [4351682.00602371, 6516885.26957377], [4351710.56844096, 6516882.95707416]]]]"
65,1202676-SANTIAGO,2305604701042001,URBANO,VAL. URBANO,BALDIO,MZ K LT 5 B,00000501838,01-1901,03-2007,1.1,910.0,595595.0,2023-11-01T00:00:00Z,0.0,595.0,595595.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542107,1004639,230505018384,2305,MultiPolygon,"[[[[4351344.44442323, 6516558.92684308], [4351351.50690941, 6516588.27050658], [4351332.41321572, 6516594.36424317], [4351325.60072907, 6516566.11432645], [4351344.44442323, 6516558.92684308]]]]"
66,1202379-SANTIAGO,2305604701025034,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ R-LTE 37,00001019082,01-1901,03-2007,0.7,420.0,4486892.91,2023-11-01T00:00:00Z,0.0,1560.0,458640.0,0,0,0.0,0,266.87,4028252.91,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542269,1004372,230510190829,2305,MultiPolygon,"[[[[4352054.22365663, 6516679.86383631], [4352055.28615371, 6516680.55133409], [4352078.28609069, 6516694.98878724], [4352050.25493124, 6516739.58241431], [4352048.78618519, 6516738.33241826], [4352026.34874667, 6516724.238714], [4352054.22365663, 6516679.86383631]]]]"
67,1202524-SANTIAGO,2305604701033002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ F LT 10A,13011531254,01-1901,03-2007,1.1,910.0,5370586.32,2024-05-23T00:00:00Z,0.0,676.0,676676.0,0,0,0.0,0,522.0,7737400.32,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542340,1004505,230515312540,2305,MultiPolygon,"[[[[4351534.72517637, 6516788.70738586], [4351551.35012706, 6516782.207401], [4351555.94386813, 6516801.6135938], [4351539.72516624, 6516807.98857893], [4351534.72517637, 6516788.70738586]]]]"
68,1203020-SANTIAGO,2305604701054032,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 8 LT B,,01-1991,03-2007,0.9,735.0,1679979.68,2023-11-01T00:00:00Z,0.0,928.0,613872.0,0,0,0.0,0,305.0,1066107.68,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541846,1004948,230522441088,2305,MultiPolygon,"[[[[4351395.56921863, 6516299.99008123], [4351428.85036808, 6516278.58388581], [4351448.25656496, 6516290.89634589], [4351407.03793971, 6516318.42752533], [4351395.56921863, 6516299.99008123]]]]"
69,1203284-SANTIAGO,2305604701076014,URBANO,VAL. URBANO,BALDIO,005 014,,01-1901,03-2007,0.9,350.0,226800.0,2023-11-01T00:00:00Z,0.0,720.0,226800.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541472,1005194,230531556670,2305,MultiPolygon,"[[[[4350601.91517147, 6515934.14756594], [4350593.47768703, 6515895.02268102], [4350611.07138555, 6515891.24143806], [4350619.50886998, 6515930.33507306], [4350615.22763252, 6515931.2725713], [4350601.91517147, 6515934.14756594]]]]"
70,1203907-SANTIAGO,2305604701115003,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 22 LT 7,00000971950,01-1901,03-2007,0.8,175.0,2584126.72,2023-11-01T00:00:00Z,0.0,850.0,119000.0,0,0,0.0,0,213.0,2465126.72,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541057,1005811,230509719506,2305,MultiPolygon,"[[[[4351004.27755443, 6515246.90868993], [4351002.64329087, 6515266.84180766], [4351001.0090273, 6515286.7749254], [4350984.06587723, 6515285.38580137], [4350988.15153614, 6515235.55300703], [4351005.09468622, 6515236.94213106], [4351004.27755443, 6515246.90868993]]]]"
71,1205070-SANTIAGO,2305604702027009,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 33-LTE 10,00001091447,01-1901,03-2007,0.9,420.0,1396273.2,2023-11-01T00:00:00Z,0.0,747.0,282366.0,0,0,0.0,0,70.0,1113907.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540587,1006839,230510914479,2305,MultiPolygon,"[[[[4352947.1275378, 6517599.642227], [4352947.50253664, 6517599.2359781], [4352933.72132366, 6517587.0485164], [4352919.9713606, 6517574.89230463], [4352930.37757806, 6517563.26733602], [4352944.03379155, 6517576.07979592], [4352956.75250753, 6517588.01725857], [4352968.81497527, 6517599.32972315], [4352958.78375657, 6517610.26719367], [4352947.1275378, 6517599.642227]]]]"
72,1204972-SANTIAGO,2305604702022024,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 28 LT 5,0000-109135/1,01-1901,03-2007,1.0,1015.0,3698848.12,2023-11-01T00:00:00Z,0.0,525.0,532875.0,0,0,0.0,0,211.0,3165973.12,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542759,1006743,230510913511,2305,MultiPolygon,"[[[[4353332.50138786, 6517417.48642025], [4353337.8138695, 6517403.48645965], [4353371.84502444, 6517417.04891294], [4353366.59504252, 6517430.5801249], [4353332.50138786, 6517417.48642025]]]]"
73,1204370-SANTIAGO,2305414802015024,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 2 LT 24,0033-091119/1980,01-1901,03-2007,0.4,945.0,9222275.66,2023-11-01T00:00:00Z,0.0,9465.0,3577770.0,0,0,0.0,0,296.0,5644505.66,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1421113251,1006210,230517197322,2305,MultiPolygon,"[[[[4353095.9971278, 6514613.50652527], [4353113.9, 6514645.68], [4353115.18923291, 6514648.02235404], [4352925.78269404, 6514797.7434803], [4352901.40775747, 6514767.30607371], [4353095.9971278, 6514613.50652527]]]]"
74,1200943-SANTIAGO,2305414801032007,URBANO,VAL. URBANO,BALDIO,MZ 21 LT 10,,01-1901,03-2007,1.0,140.0,80920.0,2023-11-01T00:00:00Z,0.0,578.0,80920.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1653870804,1003075,230517199775,2305,MultiPolygon,"[[[[4354352.30984625, 6512697.44007414], [4354346.30986347, 6512697.37757562], [4354335.30989506, 6512697.25257838], [4354335.62238677, 6512663.28392649], [4354352.62233793, 6512663.44017233], [4354352.30984625, 6512697.44007414]]]]"
75,1205318-SANTIAGO,2305604702042001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 2 LTE 9,00001091132,01-1901,03-2007,0.9,1120.0,4793113.6,2023-11-01T00:00:00Z,0.0,695.0,700560.0,0,0,0.0,0,252.0,4092553.6,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542794,1007068,230510911321,2305,MultiPolygon,"[[[[4353601.87562151, 6517461.01748541], [4353570.84445989, 6517456.48625531], [4353568.50071628, 6517454.79876071], [4353570.96945523, 6517436.7988123], [4353604.750609, 6517441.67379081], [4353601.87562151, 6517461.01748541]]]]"
76,1203234-SANTIAGO,2305604701071003,URBANO,VAL. URBANO,EDIFICADO NoPH,026 013,,01-1901,03-2007,0.8,560.0,2868134.4,2023-11-01T00:00:00Z,0.0,1025.0,459200.0,0,0,0.0,0,180.0,2408934.4,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541662,1005144,230531556271,2305,MultiPolygon,"[[[[4350270.3536586, 6516081.80346249], [4350307.3848114, 6516123.77208279], [4350293.13485522, 6516136.33454961], [4350266.85367459, 6516108.30338659], [4350254.82245636, 6516095.49092635], [4350270.3536586, 6516081.80346249]]]]"
77,1204165-SANTIAGO,2305604701143010,URBANO,VAL. URBANO,EDIFICADO NoPH,LT 10,,01-1995,03-2007,0.6,665.0,4506095.33,2023-11-01T00:00:00Z,0.0,1580.0,630420.0,0,0,0.0,0,234.0,3875675.33,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,398413002,1006023,230522441215,2305,MultiPolygon,"[[[[4350912.60195292, 6516723.14521345], [4350931.03939829, 6516716.11397971], [4350960.00808146, 6516790.67625743], [4350944.22949645, 6516796.85867118], [4350941.66438588, 6516797.8637407], [4350912.60195292, 6516723.14521345]]]]"
78,1205086-SANTIAGO,2305604702028010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 32 LTE 12,00001091439,01-1901,03-2007,1.0,490.0,3707357.2,2023-11-01T00:00:00Z,0.0,585.0,286650.0,0,0,0.0,0,235.0,3420707.2,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540602,1006855,230510914398,2305,MultiPolygon,"[[[[4353035.37729869, 6517668.39200856], [4353046.15851983, 6517678.39197724], [4353020.84609846, 6517704.42315739], [4353010.59612598, 6517695.32943597], [4353022.53358875, 6517682.36072091], [4353035.37729869, 6517668.39200856]]]]"
79,1202933-SANTIAGO,2305604701052007,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 4 LTE 6 PTE,,01-1901,03-2007,0.8,735.0,3847115.33,2024-05-23T00:00:00Z,0.0,1756.0,1032528.0,0,0,0.0,0,580.0,6503090.69,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540713,1004872,230517154321,2305,MultiPolygon,"[[[[4350889.97694715, 6516404.52114073], [4350879.97697821, 6516414.70861346], [4350878.50823343, 6516419.14610094], [4350814.94591814, 6516427.02109225], [4350813.53966939, 6516414.39612911], [4350833.03961269, 6516411.86488211], [4350852.35205654, 6516409.36488507], [4350871.28950148, 6516406.9273879], [4350889.97694715, 6516404.52114073]]]]"
80,1202145-SANTIAGO,2305604701013004,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14 LT 9,,01-1901,03-2007,1.0,910.0,1746046.72,2023-11-01T00:00:00Z,0.0,560.0,509600.0,0,0,0.0,0,68.0,1236446.72,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,462228202,1004168,230517156057,2305,MultiPolygon,"[[[[4351772.84962727, 6517405.61179709], [4351798.69329995, 6517392.58057912], [4351807.59952851, 6517411.61177205], [4351781.19335731, 6517424.01799194], [4351772.84962727, 6517405.61179709]]]]"
81,2485306-SANTIAGO,2305516171355007,RURAL,VAL. RURAL,BALDIO,LT 516171-355007,0033-106583/2018,01-2022,05-2021,,,442970.5,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,1889,442970.5,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,1494253204,1875926,230542802079,2305,MultiPolygon,"[[[[4355016.14035941, 6516143.49231552], [4355020.71432575, 6516151.23294748], [4355037.93689719, 6516180.37911453], [4354985.63978085, 6516213.66912086], [4354986.02423254, 6516175.95081367], [4355016.14035941, 6516143.49231552]]]]"
82,1995729-SANTIAGO,2305604701185011,URBANO,VAL. URBANO,EDIFICADO NoPH,MANZANA 185 LOTE 11,0033-000666/2005,01-2008,02-2009,0.8,1365.0,3006400.67,2023-11-01T00:00:00Z,0.0,759.34,829199.28,0,0,0.0,0,122.38,2177201.39,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24170400,1622913,230525687339,2305,MultiPolygon,"[[[[4353792.97253075, 6517131.09571434], [4353801.29615822, 6517113.8674243], [4353837.27628894, 6517126.2639248], [4353832.56364996, 6517144.7363354], [4353792.97253075, 6517131.09571434]]]]"
83,1200867-SANTIAGO,2305414801028001,URBANO,VAL. URBANO,BALDIO,MZ 24 LT 5,,01-1901,03-2007,1.1,140.0,212520.0,2023-11-01T00:00:00Z,0.0,1380.0,212520.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493157,1003000,230517199414,2305,MultiPolygon,"[[[[4354913.62028278, 6512768.6239151], [4354981.43259121, 6512784.24885526], [4354978.7138516, 6512796.09257161], [4354907.4640563, 6512795.43633893], [4354913.62028278, 6512768.6239151]]]]"
